time,industry,series,variant,value
41,construction,Baseline Jan 2021,indexed,7.073988
42,construction,Baseline Jan 2021,indexed,7.157226
43,construction,Baseline Jan 2021,indexed,7.110913
44,construction,Baseline Jan 2021,indexed,7.175445
45,construction,Baseline Jan 2021,indexed,6.946373
46,construction,Baseline Jan 2021,indexed,6.840493
47,construction,Baseline Jan 2021,indexed,6.73439
48,construction,Baseline Jan 2021,indexed,6.783936
49,construction,Baseline Jan 2021,indexed,6.774363
50,construction,Baseline Jan 2021,indexed,6.757658
51,construction,Baseline Jan 2021,indexed,6.877264
52,construction,Baseline Jan 2021,indexed,6.903299
53,construction,Baseline Jan 2021,indexed,7.001118
54,construction,Baseline Jan 2021,indexed,7.111828
55,construction,Baseline Jan 2021,indexed,7.136857
56,construction,Baseline Jan 2021,indexed,7.186573
57,construction,Baseline Jan 2021,indexed,
58,construction,Baseline Jan 2021,indexed,7.526885
59,construction,Baseline Jan 2021,indexed,7.669723
60,construction,Baseline Jan 2021,indexed,7.86382
61,construction,Baseline Jan 2021,indexed,7.945352
62,construction,Baseline Jan 2021,indexed,8.011687
63,construction,Baseline Jan 2021,indexed,8.196157
64,construction,Baseline Jan 2021,indexed,8.187378
65,construction,Baseline Jan 2021,indexed,8.25654
66,construction,Baseline Jan 2021,indexed,8.340386
0,construction,Baseline Jan 2022,indexed,0.0
1,construction,Baseline Jan 2022,indexed,0.761039
2,construction,Baseline Jan 2022,indexed,1.360985
3,construction,Baseline Jan 2022,indexed,1.722996
4,construction,Baseline Jan 2022,indexed,2.06048
5,construction,Baseline Jan 2022,indexed,2.258056
6,construction,Baseline Jan 2022,indexed,2.48004
7,construction,Baseline Jan 2022,indexed,2.842517
8,construction,Baseline Jan 2022,indexed,3.171375
9,construction,Baseline Jan 2022,indexed,3.668855
10,construction,Baseline Jan 2022,indexed,4.09278
11,construction,Baseline Jan 2022,indexed,4.506338
12,construction,Baseline Jan 2022,indexed,4.880083
13,construction,Baseline Jan 2022,indexed,5.30859
14,construction,Baseline Jan 2022,indexed,5.641178
15,construction,Baseline Jan 2022,indexed,5.745997
16,construction,Baseline Jan 2022,indexed,5.835117
17,construction,Baseline Jan 2022,indexed,5.858816
18,construction,Baseline Jan 2022,indexed,5.914789
19,construction,Baseline Jan 2022,indexed,6.071517
20,construction,Baseline Jan 2022,indexed,6.08063
21,construction,Baseline Jan 2022,indexed,6.115818
22,construction,Baseline Jan 2022,indexed,6.305236
23,construction,Baseline Jan 2022,indexed,6.284016
24,construction,Baseline Jan 2022,indexed,6.374737
25,construction,Baseline Jan 2022,indexed,6.545311
26,construction,Baseline Jan 2022,indexed,6.644868
27,construction,Baseline Jan 2022,indexed,6.759941
28,construction,Baseline Jan 2022,indexed,6.911384
29,construction,Baseline Jan 2022,indexed,6.964269
30,construction,Baseline Jan 2022,indexed,6.932914
31,construction,Baseline Jan 2022,indexed,7.046063
32,construction,Baseline Jan 2022,indexed,7.043919
33,construction,Baseline Jan 2022,indexed,6.975872
34,construction,Baseline Jan 2022,indexed,6.959434
35,construction,Baseline Jan 2022,indexed,7.165388
36,construction,Baseline Jan 2022,indexed,7.181512
37,construction,Baseline Jan 2022,indexed,7.313629
38,construction,Baseline Jan 2022,indexed,7.443678
39,construction,Baseline Jan 2022,indexed,7.642136
40,construction,Baseline Jan 2022,indexed,7.847526
41,construction,Baseline Jan 2022,indexed,8.121968
42,construction,Baseline Jan 2022,indexed,8.378152
43,construction,Baseline Jan 2022,indexed,8.615049
44,construction,Baseline Jan 2022,indexed,8.688485
45,construction,Baseline Jan 2022,indexed,
46,construction,Baseline Jan 2022,indexed,8.898298
47,construction,Baseline Jan 2022,indexed,8.86524
48,construction,Baseline Jan 2022,indexed,8.944395
49,construction,Baseline Jan 2022,indexed,8.840743
50,construction,Baseline Jan 2022,indexed,9.036722
51,construction,Baseline Jan 2022,indexed,9.192186
52,construction,Baseline Jan 2022,indexed,9.294624
53,construction,Baseline Jan 2022,indexed,9.301354
54,construction,Baseline Jan 2022,indexed,9.251197
55,construction,Baseline Jan 2022,indexed,
56,construction,Baseline Jan 2022,indexed,
57,construction,Baseline Jan 2022,indexed,
58,construction,Baseline Jan 2022,indexed,
59,construction,Baseline Jan 2022,indexed,
60,construction,Baseline Jan 2022,indexed,
61,construction,Baseline Jan 2022,indexed,
62,construction,Baseline Jan 2022,indexed,
63,construction,Baseline Jan 2022,indexed,
64,construction,Baseline Jan 2022,indexed,
65,construction,Baseline Jan 2022,indexed,
66,construction,Baseline Jan 2022,indexed,
0,construction,Baseline Jul 2022,indexed,0.0
1,construction,Baseline Jul 2022,indexed,0.804277
2,construction,Baseline Jul 2022,indexed,1.444218
3,construction,Baseline Jul 2022,indexed,1.982607
4,construction,Baseline Jul 2022,indexed,2.474503
5,construction,Baseline Jul 2022,indexed,2.944971
6,construction,Baseline Jul 2022,indexed,3.415559
7,construction,Baseline Jul 2022,indexed,3.934086
8,construction,Baseline Jul 2022,indexed,4.381658
9,construction,Baseline Jul 2022,indexed,4.604338
10,construction,Baseline Jul 2022,indexed,4.85952
11,construction,Baseline Jul 2022,indexed,5.042128
12,construction,Baseline Jul 2022,indexed,5.188345
13,construction,Baseline Jul 2022,indexed,5.517847
14,construction,Baseline Jul 2022,indexed,5.633108
15,construction,Baseline Jul 2022,indexed,5.790178
16,construction,Baseline Jul 2022,indexed,6.059038
17,construction,Baseline Jul 2022,indexed,6.085055
18,construction,Baseline Jul 2022,indexed,6.214454
19,construction,Baseline Jul 2022,indexed,6.265058
20,construction,Baseline Jul 2022,indexed,6.45708
21,construction,Baseline Jul 2022,indexed,6.604075
22,construction,Baseline Jul 2022,indexed,6.813029
23,construction,Baseline Jul 2022,indexed,6.777707
24,construction,Baseline Jul 2022,indexed,6.83766
25,construction,Baseline Jul 2022,indexed,6.78134
26,construction,Baseline Jul 2022,indexed,6.790106
27,construction,Baseline Jul 2022,indexed,6.733011
28,construction,Baseline Jul 2022,indexed,6.844454
29,construction,Baseline Jul 2022,indexed,6.894589
30,construction,Baseline Jul 2022,indexed,7.082571
31,construction,Baseline Jul 2022,indexed,7.259749
32,construction,Baseline Jul 2022,indexed,7.420168
33,construction,Baseline Jul 2022,indexed,7.500481
34,construction,Baseline Jul 2022,indexed,7.750115
35,construction,Baseline Jul 2022,indexed,8.054451
36,construction,Baseline Jul 2022,indexed,8.298494
37,construction,Baseline Jul 2022,indexed,8.576806
38,construction,Baseline Jul 2022,indexed,8.659365
39,construction,Baseline Jul 2022,indexed,
40,construction,Baseline Jul 2022,indexed,8.895152
41,construction,Baseline Jul 2022,indexed,8.870147
42,construction,Baseline Jul 2022,indexed,9.003163
43,construction,Baseline Jul 2022,indexed,8.982457
44,construction,Baseline Jul 2022,indexed,8.936058
45,construction,Baseline Jul 2022,indexed,9.121774
46,construction,Baseline Jul 2022,indexed,9.256589
47,construction,Baseline Jul 2022,indexed,9.344433
48,construction,Baseline Jul 2022,indexed,9.35776
49,construction,Baseline Jul 2022,indexed,
50,construction,Baseline Jul 2022,indexed,
51,construction,Baseline Jul 2022,indexed,
52,construction,Baseline Jul 2022,indexed,
53,construction,Baseline Jul 2022,indexed,
54,construction,Baseline Jul 2022,indexed,
55,construction,Baseline Jul 2022,indexed,
56,construction,Baseline Jul 2022,indexed,
57,construction,Baseline Jul 2022,indexed,
58,construction,Baseline Jul 2022,indexed,
59,construction,Baseline Jul 2022,indexed,
60,construction,Baseline Jul 2022,indexed,
61,construction,Baseline Jul 2022,indexed,
62,construction,Baseline Jul 2022,indexed,
63,construction,Baseline Jul 2022,indexed,
64,construction,Baseline Jul 2022,indexed,
65,construction,Baseline Jul 2022,indexed,
66,construction,Baseline Jul 2022,indexed,
2022-01-02,construction,12-Month Rolling Baseline,rolling,5.463851
2022-02-02,construction,12-Month Rolling Baseline,rolling,5.55685
2022-03-02,construction,12-Month Rolling Baseline,rolling,5.373646
2022-04-02,construction,12-Month Rolling Baseline,rolling,5.06985
2022-05-02,construction,12-Month Rolling Baseline,rolling,5.007096
2022-06-02,construction,12-Month Rolling Baseline,rolling,4.682995
2022-07-02,construction,12-Month Rolling Baseline,rolling,4.192745
2022-08-02,construction,12-Month Rolling Baseline,rolling,4.055844
2022-09-02,construction,12-Month Rolling Baseline,rolling,3.822007
2022-10-02,construction,12-Month Rolling Baseline,rolling,4.09974
2022-11-02,construction,12-Month Rolling Baseline,rolling,4.425012
2022-12-02,construction,12-Month Rolling Baseline,rolling,4.659496
2023-01-02,construction,12-Month Rolling Baseline,rolling,4.880083
2023-02-02,construction,12-Month Rolling Baseline,rolling,5.479123
2023-03-02,construction,12-Month Rolling Baseline,rolling,5.687962
2023-04-02,construction,12-Month Rolling Baseline,rolling,5.572352
2023-05-02,construction,12-Month Rolling Baseline,rolling,5.480277
2023-06-02,construction,12-Month Rolling Baseline,rolling,5.382159
2023-07-02,construction,12-Month Rolling Baseline,rolling,5.188345
2023-08-02,construction,12-Month Rolling Baseline,rolling,5.338486
2023-09-02,construction,12-Month Rolling Baseline,rolling,5.148394
2023-10-02,construction,12-Month Rolling Baseline,rolling,5.264096
2023-11-02,construction,12-Month Rolling Baseline,rolling,5.547579
2023-12-02,construction,12-Month Rolling Baseline,rolling,5.483264
2024-01-02,construction,12-Month Rolling Baseline,rolling,5.585267
2024-02-02,construction,12-Month Rolling Baseline,rolling,5.783754
2024-03-02,construction,12-Month Rolling Baseline,rolling,6.032893
2024-04-02,construction,12-Month Rolling Baseline,rolling,6.155776
2024-05-02,construction,12-Month Rolling Baseline,rolling,6.112848
2024-06-02,construction,12-Month Rolling Baseline,rolling,5.901816
2024-07-02,construction,12-Month Rolling Baseline,rolling,5.819218
2024-08-02,construction,12-Month Rolling Baseline,rolling,5.701434
2024-09-02,construction,12-Month Rolling Baseline,rolling,5.362946
2024-10-02,construction,12-Month Rolling Baseline,rolling,5.219168
2024-11-02,construction,12-Month Rolling Baseline,rolling,5.338632
2024-12-02,construction,12-Month Rolling Baseline,rolling,5.076082
2025-01-02,construction,12-Month Rolling Baseline,rolling,5.098156
2025-02-02,construction,12-Month Rolling Baseline,rolling,4.938354
2025-03-02,construction,12-Month Rolling Baseline,rolling,4.658006
2025-04-02,construction,12-Month Rolling Baseline,rolling,4.61004
2025-05-02,construction,12-Month Rolling Baseline,rolling,4.913571
2025-06-02,construction,12-Month Rolling Baseline,rolling,5.143848
2025-07-02,construction,12-Month Rolling Baseline,rolling,5.290661
2025-08-02,construction,12-Month Rolling Baseline,rolling,5.491348
2025-09-02,construction,12-Month Rolling Baseline,rolling,5.514254
2025-10-02,construction,12-Month Rolling Baseline,rolling,
2025-11-02,construction,12-Month Rolling Baseline,rolling,5.549316
2025-12-02,construction,12-Month Rolling Baseline,rolling,5.497432
2026-01-02,construction,12-Month Rolling Baseline,rolling,5.500183
2026-02-02,construction,12-Month Rolling Baseline,rolling,5.487201
2026-03-02,construction,12-Month Rolling Baseline,rolling,5.819488
2026-04-02,construction,12-Month Rolling Baseline,rolling,5.73191
2026-05-02,construction,12-Month Rolling Baseline,rolling,5.629058
2026-06-02,construction,12-Month Rolling Baseline,rolling,5.808387
2026-07-02,construction,12-Month Rolling Baseline,rolling,5.797052
0,manufacturing,Baseline Nov 2022 (AI),indexed,0.0
1,manufacturing,Baseline Nov 2022 (AI),indexed,1.018469
2,manufacturing,Baseline Nov 2022 (AI),indexed,1.759104
3,manufacturing,Baseline Nov 2022 (AI),indexed,2.486265
4,manufacturing,Baseline Nov 2022 (AI),indexed,3.109669
5,manufacturing,Baseline Nov 2022 (AI),indexed,3.541244
6,manufacturing,Baseline Nov 2022 (AI),indexed,4.013533
7,manufacturing,Baseline Nov 2022 (AI),indexed,4.628003
8,manufacturing,Baseline Nov 2022 (AI),indexed,5.055616
9,manufacturing,Baseline Nov 2022 (AI),indexed,5.365821
10,manufacturing,Baseline Nov 2022 (AI),indexed,5.693374
11,manufacturing,Baseline Nov 2022 (AI),indexed,5.89391
12,manufacturing,Baseline Nov 2022 (AI),indexed,6.05226
13,manufacturing,Baseline Nov 2022 (AI),indexed,6.214019
14,manufacturing,Baseline Nov 2022 (AI),indexed,6.261726
15,manufacturing,Baseline Nov 2022 (AI),indexed,6.259581
16,manufacturing,Baseline Nov 2022 (AI),indexed,6.351048
17,manufacturing,Baseline Nov 2022 (AI),indexed,6.447672
18,manufacturing,Baseline Nov 2022 (AI),indexed,6.523516
19,manufacturing,Baseline Nov 2022 (AI),indexed,6.535588
20,manufacturing,Baseline Nov 2022 (AI),indexed,6.560989
21,manufacturing,Baseline Nov 2022 (AI),indexed,6.727336
22,manufacturing,Baseline Nov 2022 (AI),indexed,6.756013
23,manufacturing,Baseline Nov 2022 (AI),indexed,6.818027
24,manufacturing,Baseline Nov 2022 (AI),indexed,7.091363
25,manufacturing,Baseline Nov 2022 (AI),indexed,7.310072
26,manufacturing,Baseline Nov 2022 (AI),indexed,7.547755
27,manufacturing,Baseline Nov 2022 (AI),indexed,7.645713
28,manufacturing,Baseline Nov 2022 (AI),indexed,7.836357
29,manufacturing,Baseline Nov 2022 (AI),indexed,7.99373
30,manufacturing,Baseline Nov 2022 (AI),indexed,8.123365
31,manufacturing,Baseline Nov 2022 (AI),indexed,8.179836
32,manufacturing,Baseline Nov 2022 (AI),indexed,8.187992
33,manufacturing,Baseline Nov 2022 (AI),indexed,8.359473
34,manufacturing,Baseline Nov 2022 (AI),indexed,8.440082
35,manufacturing,Baseline Nov 2022 (AI),indexed,
36,manufacturing,Baseline Nov 2022 (AI),indexed,8.335996
37,manufacturing,Baseline Nov 2022 (AI),indexed,8.37971
38,manufacturing,Baseline Nov 2022 (AI),indexed,8.603918
39,manufacturing,Baseline Nov 2022 (AI),indexed,8.869271
40,manufacturing,Baseline Nov 2022 (AI),indexed,8.931536
41,manufacturing,Baseline Nov 2022 (AI),indexed,8.99463
42,manufacturing,Baseline Nov 2022 (AI),indexed,9.051864
43,manufacturing,Baseline Nov 2022 (AI),indexed,9.090629
44,manufacturing,Baseline Nov 2022 (AI),indexed,9.098054
45,manufacturing,Baseline Nov 2022 (AI),indexed,
46,manufacturing,Baseline Nov 2022 (AI),indexed,
47,manufacturing,Baseline Nov 2022 (AI),indexed,
48,manufacturing,Baseline Nov 2022 (AI),indexed,
49,manufacturing,Baseline Nov 2022 (AI),indexed,
50,manufacturing,Baseline Nov 2022 (AI),indexed,
51,manufacturing,Baseline Nov 2022 (AI),indexed,
52,manufacturing,Baseline Nov 2022 (AI),indexed,
53,manufacturing,Baseline Nov 2022 (AI),indexed,
54,manufacturing,Baseline Nov 2022 (AI),indexed,
55,manufacturing,Baseline Nov 2022 (AI),indexed,
56,manufacturing,Baseline Nov 2022 (AI),indexed,
57,manufacturing,Baseline Nov 2022 (AI),indexed,
58,manufacturing,Baseline Nov 2022 (AI),indexed,
59,manufacturing,Baseline Nov 2022 (AI),indexed,
60,manufacturing,Baseline Nov 2022 (AI),indexed,
61,manufacturing,Baseline Nov 2022 (AI),indexed,
62,manufacturing,Baseline Nov 2022 (AI),indexed,
63,manufacturing,Baseline Nov 2022 (AI),indexed,
64,manufacturing,Baseline Nov 2022 (AI),indexed,
65,manufacturing,Baseline Nov 2022 (AI),indexed,
66,manufacturing,Baseline Nov 2022 (AI),indexed,
0,manufacturing,Baseline Jan 2021,indexed,0.0
1,manufacturing,Baseline Jan 2021,indexed,0.957141
2,manufacturing,Baseline Jan 2021,indexed,1.762341
3,manufacturing,Baseline Jan 2021,indexed,2.438216
4,manufacturing,Baseline Jan 2021,indexed,3.04989
5,manufacturing,Baseline Jan 2021,indexed,3.854969
6,manufacturing,Baseline Jan 2021,indexed,4.530227
7,manufacturing,Baseline Jan 2021,indexed,5.034421
8,manufacturing,Baseline Jan 2021,indexed,5.462572
9,manufacturing,Baseline Jan 2021,indexed,5.82974
10,manufacturing,Baseline Jan 2021,indexed,6.081283
11,manufacturing,Baseline Jan 2021,indexed,6.228826
12,manufacturing,Baseline Jan 2021,indexed,6.368782
13,manufacturing,Baseline Jan 2021,indexed,6.292635
14,manufacturing,Baseline Jan 2021,indexed,6.171086
15,manufacturing,Baseline Jan 2021,indexed,6.139838
16,manufacturing,Baseline Jan 2021,indexed,6.221915
17,manufacturing,Baseline Jan 2021,indexed,6.303173
18,manufacturing,Baseline Jan 2021,indexed,6.332798
19,manufacturing,Baseline Jan 2021,indexed,6.411674
20,manufacturing,Baseline Jan 2021,indexed,6.561163
21,manufacturing,Baseline Jan 2021,indexed,6.627046
22,manufacturing,Baseline Jan 2021,indexed,6.754178
23,manufacturing,Baseline Jan 2021,indexed,6.755014
24,manufacturing,Baseline Jan 2021,indexed,6.849146
25,manufacturing,Baseline Jan 2021,indexed,6.894683
26,manufacturing,Baseline Jan 2021,indexed,6.976562
27,manufacturing,Baseline Jan 2021,indexed,6.987305
28,manufacturing,Baseline Jan 2021,indexed,7.064541
29,manufacturing,Baseline Jan 2021,indexed,7.049942
30,manufacturing,Baseline Jan 2021,indexed,6.985321
31,manufacturing,Baseline Jan 2021,indexed,7.035206
32,manufacturing,Baseline Jan 2021,indexed,7.093273
33,manufacturing,Baseline Jan 2021,indexed,7.17008
34,manufacturing,Baseline Jan 2021,indexed,7.262435
35,manufacturing,Baseline Jan 2021,indexed,7.362263
